Empresa,Receita Anual,Dívida Total,Prazo de Pagamento (dias),Setor,Rating,Notícias Recentes
Empresa 345,713294,417027,57,Serviços,C-,Mudanças na legislação para o setor.
Empresa 346,639668,359619,44,Tecnologia,C-,Insatisfação de clientes em redes sociais.
Empresa 347,586669,355362,17,Tecnologia,A,Concorrente lançou um novo produto.
Empresa 348,538881,157933,66,Educação,B,Inconsistências financeiras apontadas em auditoria.
Empresa 349,127066,297763,86,Serviços,A,Concorrente lançou um novo produto.
Empresa 350,543580,535217,56,Comércio,C-,Expansão em novos mercados anunciada.
Empresa 351,550109,160551,100,Agronegócio,C-,Expansão em novos mercados anunciada.
Empresa 352,584303,387234,71,Educação,A,Oportunidades de parcerias surgindo.
Empresa 353,944086,547534,73,Turismo,A-,Setor afetado por mudanças climáticas.
Empresa 354,814787,635348,87,Serviços,C-,Investimento em tecnologia de prevenção de fraudes.
Empresa 355,485942,473363,91,Comércio,D,Expansão em novos mercados anunciada.
Empresa 356,528168,277937,27,Saúde,C,Oportunidades de parcerias surgindo.
Empresa 357,975405,287295,112,Tecnologia,C-,Investimento em tecnologia de prevenção de fraudes.
Empresa 358,193664,276592,19,Saúde,B-,Oportunidades de parcerias surgindo.
Empresa 359,357109,511905,55,Transportes,A+,Aumento no custo das matérias-primas.
Empresa 360,180809,180045,46,Saúde,A-,Inconsistências financeiras apontadas em auditoria.
Empresa 361,518277,644888,23,Comércio,B+,Expansão em novos mercados anunciada.
Empresa 362,728254,324949,30,Agronegócio,A,Inconsistências financeiras apontadas em auditoria.
Empresa 363,735445,443558,101,Alimentação,B-,Investimento em tecnologia de prevenção de fraudes.
Empresa 364,140711,356073,115,Tecnologia,A-,Insatisfação de clientes em redes sociais.
Empresa 365,230755,287201,25,Tecnologia,C-,Aumento no custo das matérias-primas.
Empresa 366,747348,606281,17,Alimentação,B+,Oportunidades de parcerias surgindo.
Empresa 367,494480,613535,51,Agronegócio,C,Cuidado com flutuações nos preços!
Empresa 368,240976,502025,16,Comércio,A+,Expansão em novos mercados anunciada.
Empresa 369,446955,513118,39,Serviços,B+,Mudanças na legislação para o setor.
Empresa 370,862286,192812,116,Alimentação,C,Investimento em tecnologia de prevenção de fraudes.
Empresa 371,110835,568231,23,Educação,B,Investimento em tecnologia de prevenção de fraudes.
Empresa 372,374007,194478,102,Indústria,D,Insatisfação de clientes em redes sociais.
Empresa 373,399732,177602,37,Agronegócio,B,Inconsistências financeiras apontadas em auditoria.
Empresa 374,524488,139178,55,Tecnologia,A+,Cuidado com flutuações nos preços!
Empresa 375,132673,447603,119,Educação,A+,Cuidado com flutuações nos preços!
Empresa 376,831837,606628,101,Agronegócio,B+,Cuidado com flutuações nos preços!
Empresa 377,121519,362075,85,Alimentação,A,Insatisfação de clientes em redes sociais.
Empresa 378,408414,433734,104,Educação,A,Aumento no custo das matérias-primas.
Empresa 379,308807,115880,90,Saúde,A-,Aumento no custo das matérias-primas.
Empresa 380,573528,332535,40,Educação,B,Setor afetado por mudanças climáticas.
Empresa 381,945153,138681,42,Saúde,B+,Investimento em tecnologia de prevenção de fraudes.
Empresa 382,733803,278864,115,Saúde,B,Setor afetado por mudanças climáticas.
Empresa 383,107757,603989,71,Alimentação,B,Cuidado com flutuações nos preços!
Empresa 384,419198,513756,96,Saúde,C,Aumento no custo das matérias-primas.
Empresa 385,837886,227890,34,Comércio,D,Oportunidades de parcerias surgindo.
Empresa 386,147564,628818,17,Agronegócio,B,Mudanças na legislação para o setor.
Empresa 387,961212,185617,80,Agronegócio,A+,Expansão em novos mercados anunciada.
Empresa 388,222628,491765,37,Alimentação,B-,Setor afetado por mudanças climáticas.
Empresa 389,729822,559004,68,Turismo,C,Expansão em novos mercados anunciada.
Empresa 390,507006,382396,26,Indústria,B+,Setor afetado por mudanças climáticas.
Empresa 391,356523,647589,50,Agronegócio,B-,Expansão em novos mercados anunciada.
Empresa 392,369657,531307,16,Turismo,C,Setor afetado por mudanças climáticas.
Empresa 393,276612,426704,35,Alimentação,B+,Cuidado com flutuações nos preços!
Empresa 394,323690,401945,46,Alimentação,A-,Aumento no custo das matérias-primas.
Empresa 395,101374,611540,24,Comércio,D,Setor afetado por mudanças climáticas.
Empresa 396,650291,330108,112,Agronegócio,C,Cuidado com flutuações nos preços!
Empresa 397,877806,229056,29,Agronegócio,A-,Mudanças na legislação para o setor.
Empresa 398,728730,437252,97,Serviços,C,Expansão em novos mercados anunciada.
Empresa 399,388646,445439,65,Indústria,A,Concorrente lançou um novo produto.
Empresa 400,541119,108379,89,Tecnologia,A+,Investimento em tecnologia de prevenção de fraudes.
Empresa 401,184083,165921,34,Alimentação,D,Insatisfação de clientes em redes sociais.
Empresa 402,141654,177406,101,Alimentação,B,Investimento em tecnologia de prevenção de fraudes.
Empresa 403,710081,332618,59,Tecnologia,C-,Inconsistências financeiras apontadas em auditoria.
Empresa 404,702605,384796,96,Indústria,A,Insatisfação de clientes em redes sociais.
Empresa 405,231641,223664,108,Transportes,B-,Setor afetado por mudanças climáticas.
Empresa 406,453571,518944,44,Comércio,B+,Oportunidades de parcerias surgindo.
Empresa 407,456117,517152,68,Serviços,A,Cuidado com flutuações nos preços!
Empresa 408,561751,459127,46,Agronegócio,A-,Oportunidades de parcerias surgindo.
Empresa 409,449226,377903,73,Alimentação,C-,Cuidado com flutuações nos preços!
Empresa 410,222081,445510,12,Indústria,C-,Mudanças na legislação para o setor.
Empresa 411,475341,553137,16,Tecnologia,A,Mudanças na legislação para o setor.
Empresa 412,420322,593143,100,Agronegócio,B+,Concorrente lançou um novo produto.
Empresa 413,752420,351955,104,Agronegócio,B,Inconsistências financeiras apontadas em auditoria.
Empresa 414,306024,373620,30,Saúde,C+,Setor afetado por mudanças climáticas.
Empresa 415,751245,407291,105,Comércio,D,Concorrente lançou um novo produto.
Empresa 416,378420,646968,62,Saúde,A-,Insatisfação de clientes em redes sociais.
Empresa 417,243911,625046,45,Turismo,D,Aumento no custo das matérias-primas.
Empresa 418,825626,645907,20,Educação,A+,Expansão em novos mercados anunciada.
Empresa 419,858673,171746,94,Educação,C+,Setor afetado por mudanças climáticas.
Empresa 420,629321,250520,63,Serviços,A,Expansão em novos mercados anunciada.
Empresa 421,913529,276170,91,Turismo,A,Inconsistências financeiras apontadas em auditoria.
Empresa 422,535598,389726,46,Indústria,D,Mudanças na legislação para o setor.
Empresa 423,863980,690521,70,Turismo,B,Mudanças na legislação para o setor.
Empresa 424,173736,215076,50,Tecnologia,A-,Inconsistências financeiras apontadas em auditoria.
Empresa 425,656477,187369,112,Indústria,D,Inconsistências financeiras apontadas em auditoria.
Empresa 426,978051,309960,81,Educação,D,Investimento em tecnologia de prevenção de fraudes.
Empresa 427,275904,443121,16,Agronegócio,B+,Aumento no custo das matérias-primas.
Empresa 428,482042,640100,58,Alimentação,C,Mudanças na legislação para o setor.
Empresa 429,404708,203152,117,Saúde,B+,Setor afetado por mudanças climáticas.
Empresa 430,980171,171279,115,Alimentação,A+,Investimento em tecnologia de prevenção de fraudes.
Empresa 431,169976,114856,59,Tecnologia,B,Expansão em novos mercados anunciada.
Empresa 432,453149,193423,54,Comércio,C+,Mudanças na legislação para o setor.
Empresa 433,279591,175536,93,Tecnologia,B,Insatisfação de clientes em redes sociais.
Empresa 434,589529,445194,82,Turismo,C-,Expansão em novos mercados anunciada.
Empresa 435,545761,633997,103,Indústria,D,Cuidado com flutuações nos preços!
Empresa 436,295662,276407,48,Alimentação,C-,Cuidado com flutuações nos preços!
Empresa 437,550619,427463,99,Agronegócio,C+,Investimento em tecnologia de prevenção de fraudes.
Empresa 438,219802,373824,87,Serviços,B+,Investimento em tecnologia de prevenção de fraudes.
Empresa 439,554650,396408,48,Educação,C-,Insatisfação de clientes em redes sociais.
Empresa 440,896924,273896,43,Serviços,C+,Insatisfação de clientes em redes sociais.
Empresa 441,614450,600127,74,Tecnologia,B+,Inconsistências financeiras apontadas em auditoria.
Empresa 442,722990,189942,92,Transportes,A,Setor afetado por mudanças climáticas.
Empresa 443,811305,185225,60,Turismo,C-,Setor afetado por mudanças climáticas.
Empresa 444,428918,249589,111,Tecnologia,C,Mudanças na legislação para o setor.
Empresa 445,328448,302158,48,Tecnologia,C-,Insatisfação de clientes em redes sociais.
Empresa 446,439933,428754,79,Saúde,B+,Insatisfação de clientes em redes sociais.
Empresa 447,497995,290438,46,Tecnologia,B+,Oportunidades de parcerias surgindo.
Empresa 448,718122,382523,31,Agronegócio,A,Inconsistências financeiras apontadas em auditoria.
Empresa 449,800992,487328,69,Educação,B-,Mudanças na legislação para o setor.
Empresa 450,674258,308446,115,Indústria,A,Aumento no custo das matérias-primas.
Empresa 451,565439,163291,17,Alimentação,D,Expansão em novos mercados anunciada.
Empresa 452,995505,611104,43,Turismo,C,Mudanças na legislação para o setor.
Empresa 453,229673,270128,50,Agronegócio,D,Setor afetado por mudanças climáticas.
Empresa 454,400723,400445,76,Indústria,B+,Concorrente lançou um novo produto.
Empresa 455,338433,357179,36,Comércio,A+,Mudanças na legislação para o setor.
Empresa 456,569849,674445,89,Comércio,D,Oportunidades de parcerias surgindo.
Empresa 457,740038,143956,42,Educação,B,Aumento no custo das matérias-primas.
Empresa 458,471822,479845,104,Educação,C+,Inconsistências financeiras apontadas em auditoria.
Empresa 459,922775,231026,102,Agronegócio,A-,Investimento em tecnologia de prevenção de fraudes.
Empresa 460,569190,121483,87,Saúde,B+,Expansão em novos mercados anunciada.
Empresa 461,993675,146404,24,Turismo,B+,Aumento no custo das matérias-primas.
Empresa 462,115331,354743,113,Comércio,D,Expansão em novos mercados anunciada.
Empresa 463,665700,167568,63,Agronegócio,C+,Inconsistências financeiras apontadas em auditoria.
Empresa 464,655334,389219,67,Saúde,B,Mudanças na legislação para o setor.
Empresa 465,350942,423195,15,Saúde,D,Mudanças na legislação para o setor.
Empresa 466,636660,377530,103,Saúde,C+,Oportunidades de parcerias surgindo.
Empresa 467,844052,560837,42,Saúde,B,Cuidado com flutuações nos preços!
Empresa 468,796829,157671,60,Educação,B,Insatisfação de clientes em redes sociais.
Empresa 469,860289,204252,22,Serviços,C-,Inconsistências financeiras apontadas em auditoria.
Empresa 470,189526,409222,115,Comércio,A-,Inconsistências financeiras apontadas em auditoria.
Empresa 471,780665,587609,32,Serviços,C+,Expansão em novos mercados anunciada.
Empresa 472,496284,621941,39,Alimentação,C+,Mudanças na legislação para o setor.
Empresa 473,146612,366711,101,Saúde,C,Oportunidades de parcerias surgindo.
Empresa 474,927377,500776,118,Alimentação,C,Oportunidades de parcerias surgindo.
Empresa 475,747986,690025,38,Agronegócio,A+,Oportunidades de parcerias surgindo.
Empresa 476,829334,316826,54,Alimentação,C+,Oportunidades de parcerias surgindo.
Empresa 477,501030,333390,116,Indústria,D,Mudanças na legislação para o setor.
Empresa 478,693231,206697,11,Agronegócio,C,Mudanças na legislação para o setor.
Empresa 479,934249,206153,88,Serviços,A,Setor afetado por mudanças climáticas.
Empresa 480,105925,523229,106,Saúde,C-,Concorrente lançou um novo produto.
Empresa 481,209853,448836,46,Serviços,A-,Cuidado com flutuações nos preços!
Empresa 482,427872,421110,103,Indústria,C+,Setor afetado por mudanças climáticas.
Empresa 483,356758,398828,90,Saúde,A-,Mudanças na legislação para o setor.
Empresa 484,405069,366999,111,Alimentação,A+,Mudanças na legislação para o setor.
Empresa 485,706273,431193,78,Comércio,B-,Cuidado com flutuações nos preços!
Empresa 486,365674,568324,77,Alimentação,B+,Setor afetado por mudanças climáticas.
Empresa 487,274354,310774,78,Turismo,C-,Investimento em tecnologia de prevenção de fraudes.
Empresa 488,264595,248983,10,Indústria,A,Investimento em tecnologia de prevenção de fraudes.
Empresa 489,852421,342927,54,Saúde,A,Inconsistências financeiras apontadas em auditoria.
Empresa 490,502576,426030,100,Serviços,C+,Investimento em tecnologia de prevenção de fraudes.
Empresa 491,731929,375463,110,Educação,A,Cuidado com flutuações nos preços!
Empresa 492,407508,594638,103,Tecnologia,A+,Aumento no custo das matérias-primas.
Empresa 493,332621,246054,50,Tecnologia,A+,Setor afetado por mudanças climáticas.
Empresa 494,792524,464560,74,Serviços,B-,Aumento no custo das matérias-primas.
Empresa 495,273179,562757,10,Educação,B,Insatisfação de clientes em redes sociais.
Empresa 496,331595,190162,97,Indústria,C-,Mudanças na legislação para o setor.
Empresa 497,900271,216122,69,Saúde,C+,Expansão em novos mercados anunciada.
Empresa 498,649950,552866,38,Transportes,A+,Aumento no custo das matérias-primas.
Empresa 499,523851,149788,34,Tecnologia,B-,Concorrente lançou um novo produto.
Empresa 500,907873,253233,18,Tecnologia,C-,Insatisfação de clientes em redes sociais.
Empresa 501,807401,267452,67,Serviços,C+,Investimento em tecnologia de prevenção de fraudes.
Empresa 502,610231,278502,26,Saúde,A+,Setor afetado por mudanças climáticas.
Empresa 503,125206,210332,96,Comércio,B,Inconsistências financeiras apontadas em auditoria.
Empresa 504,291490,158203,43,Saúde,C-,Investimento em tecnologia de prevenção de fraudes.
Empresa 505,429777,265920,14,Indústria,C,Inconsistências financeiras apontadas em auditoria.
Empresa 506,462400,157339,85,Saúde,B+,Cuidado com flutuações nos preços!
Empresa 507,524969,221659,95,Saúde,A,Oportunidades de parcerias surgindo.
Empresa 508,521673,538391,34,Agronegócio,A+,Insatisfação de clientes em redes sociais.
Empresa 509,497942,397189,35,Serviços,C+,Cuidado com flutuações nos preços!
Empresa 510,887161,381550,16,Educação,A+,Aumento no custo das matérias-primas.
Empresa 511,612028,569361,46,Agronegócio,D,Inconsistências financeiras apontadas em auditoria.
Empresa 512,659178,294797,102,Alimentação,B+,Aumento no custo das matérias-primas.
Empresa 513,226943,369442,114,Serviços,B,Expansão em novos mercados anunciada.
Empresa 514,254814,605756,62,Indústria,B+,Setor afetado por mudanças climáticas.
Empresa 515,305994,600280,16,Tecnologia,A-,Concorrente lançou um novo produto.
Empresa 516,332633,269219,40,Turismo,C,Cuidado com flutuações nos preços!
Empresa 517,447327,347287,103,Alimentação,C+,Cuidado com flutuações nos preços!
Empresa 518,272951,213731,104,Transportes,B-,Concorrente lançou um novo produto.
Empresa 519,235500,204478,91,Indústria,C+,Investimento em tecnologia de prevenção de fraudes.
Empresa 520,810719,244144,30,Educação,B,Concorrente lançou um novo produto.
Empresa 521,860276,394717,79,Serviços,B,Setor afetado por mudanças climáticas.
Empresa 522,290802,578020,29,Indústria,C+,Oportunidades de parcerias surgindo.
Empresa 523,385205,318819,86,Transportes,C,Oportunidades de parcerias surgindo.
Empresa 524,776067,203643,40,Educação,C,Investimento em tecnologia de prevenção de fraudes.
Empresa 525,680338,402462,67,Alimentação,D,Investimento em tecnologia de prevenção de fraudes.
Empresa 526,109035,171026,44,Serviços,C,Insatisfação de clientes em redes sociais.
Empresa 527,736042,393017,82,Saúde,A,Cuidado com flutuações nos preços!
Empresa 528,738473,585452,25,Saúde,C,Oportunidades de parcerias surgindo.
Empresa 529,307834,117396,24,Saúde,B-,Mudanças na legislação para o setor.
Empresa 530,196567,450860,14,Comércio,C+,Investimento em tecnologia de prevenção de fraudes.
